StoreName,StoreCode,ownerName,address1,address2,area,city,state,pincode,businessType,outletType,email,phoneNumber,latitude,longitude
BERKAT GLOBAL MAKMUR ENTERPRISE (PLS CALL B4 DELIVER),B115,EN MAZREEN,"NO. 2 LORONG 2, JALAN DESA DUYUNG 1,","TAMAN DESA DUYONG,",MELAKA.,AYER MOLEK,MELAKA,75460,Standalone,11,sales@pmmahsuri.com.my,,2.190469,102.300023
BERKAT MADINA MART (Mon-Fri: 8am-5.30pm| Fri: 12pm-3pm rest| Sat: 4.30 pm close),B144,EN. SALAM,"NO. 15, JALAN AMBAR 1,","TAMAN AMBAR,","DENGKIL, SELANGOR",DENGKIL,SELANGOR,43800,Standalone,11,sales@pmmahsuri.com.my,014-2402508,2.850165,101.650302
BERKAT NORA FAMILY ENTERPRISE (Open 8am-6pm),B159,SANORA,"NO. 6, PEKAN SERI MENANTI,","SERI MENANTI,","TANJONG IPOH, N. SEMBILAN",TANJONG IPOH,NEGERI SEMBILAN,71550,Standalone,11,sales@pmmahsuri.com.my,011-69252461,2.7483076,102.1822433
BEST FRESH MART SDN BHD - KLANG (Open at 10am|Sat: NO DELIVERY),B117,MS VOON,"PT110156, JALAN BAYU LAUT,","4/KS 09, KOTA BAYUEMAS, PENDAMAR,","KLANG, SELANGOR.",KLANG,SELANGOR,41200,Standalone,11,sales@pmmahsuri.com.my,013-957 5473,3.128967,101.465128
BEST RETAIL SDN BHD (BR INGREDIENTS) (Mon to Sat 9.30am-6.30pm) (Sun & PH 9.30am-3pm),B105,DARREN,NO.3 JALAN GANGSA SD 5/3F,SRI DAMANSARA INDUSTRIAL PARK,SELANGOR,DAMANSARA,SELANGOR,52200,Standalone,11,sales@pmmahsuri.com.my,012-253 3951,3.20312424,101.6210952
BESTA CORPORATION SDN BHD,B028,SYAZWANI SALIM,"NO. 9 & 11, JLN 2/4C",DESA MELAWATI,KUALA LUMPUR,AMPANG,KUALA LUMPUR,53100,Standalone,11,sales@pmmahsuri.com.my,03-4108 8501,3.217327111,101.7381495
BI IZNILLAH ENTERPRISE (Open 9am - 7pm),B132,,NO.6,JALAN BSC 2B/2,"SUNGAI BULOH, SELANGOR",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,017-3303665,3.2465493,101.4728759
BIG 10 GROCER (BUKIT BARU) SDN BHD,B139,CHOY KANG HENG (ALEX CHOY),"NO 32-46, JALAN PNBBU 5",PUSAT NIAGA BUKIT BATU UTAMA,"BUKIT BARU, MELAKA",BUKIT BARU,MELAKA,75150,Grocery,07,sales@pmmahsuri.com.my,019-9824468,2.214852373,102.269957
BIG 10 GROCER (GAMBANG) SDN BHD,B141,CHOY KANG HENG (ALEX CHOY),"B2, B4, B8, B10, B12, B14, B16, B18 & B21(GF)",LORONG SERI DAMAI PERDANA 57,"KUANTAN, PAHANG",KUANTAN,PAHANG,25150,Grocery,07,sales@pmmahsuri.com.my,019-9824468,3.769185986,103.2477537
BIG 10 GROCER (GEMENCHEH) SDN BHD,B138,CHOY KANG HENG (ALEX CHOY),"LOT 7056 - LOT 7063, GRN 47876 - GRN 47883","TAMAN GEMENCHEH BARU, JALAN BATANG MELAKA","GEMENCHEH, N. SEMBILAN",GEMENCHEH,NEGERI SEMBILAN,73200,Grocery,07,sales@pmmahsuri.com.my,019-9824468,2.5382376,102.405752
BIG 10 GROCER (SEGAMAT) SDN BHD,B140,CHOY KANG HENG (ALEX CHOY),NO. 7-25 (GROUND LOOR ONLY),JALAN PUTRA 1/4 BANDAR IOI,SEGAMAT JOHOR,SEGAMAT,JOHOR,85000,Grocery,07,sales@pmmahsuri.com.my,019-9824468,2.498196531,102.8674594
BIG FAMILY RESTAURANT SDN BHD,B037,,"NO.59, JALAN TSB 10A,","SUNGAI  BULOH INDUSTRIAL PARK,","SUNGAI BULOH, SELANGOR DARUL EHSAN",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,,3.1665038,101.4253537
BIG TREE CORNER,B033,LAWERENCE A/L J.JEDDY,"66, JLN 25",KEPONG BARU,KUALA LUMPUR,KEPONG,KUALA LUMPUR,52100,Standalone,11,sales@pmmahsuri.com.my,016-3131392,3.219705044,101.6294093
BIG TREE PLT (24 Hrs - Every 2 weeks off 1 day),B106,MR TAN,BIG TREE PLT,"42, JALAN MANIS,","TAMAN SEGAR, KL.",CHERAS,KUALA LUMPUR,56100,Standalone,11,sales@pmmahsuri.com.my,,3.088609843,101.7434149
BILLION SHOPPING CENTRE (KLANG) S/B,B011,MR. CHEE,"NO.1, JALAN PBB,","PUSAT PERDAGANGAN BAHAU,",NEGERI SEMBILAN DARUL KHUSUS,SEREMBAN,NEGERI SEMBILAN,72100,Grocery,07,sales@pmmahsuri.com.my,06-4546312,2.8085664,102.4010826
BINA SEJAHTERA MAJU (DELIVERY 2PM-5PM),B109,ADDI,BINA SEJAHTERA MAJU,"NO 950/951, JALAN S2/F22 GARDEN HOME,","SEREMBAN 2, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,70300,Standalone,11,sales@pmmahsuri.com.my,,2.684408,101.9051381
BINA SEMULA ENTERPRISE (Mon-Sat: 10am-8pm|Fri: 12pm-3pm rest),B161,ANWAR,"NO. 2, JALAN CECAWI 6/30,","KOTA DAMANSARA,","PETALING JAYA, SELANGOR",DAMANSARA,SELANGOR,47810,Standalone,11,sales@pmmahsuri.com.my,012-6348208,3.128957,101.465118
BINTANG HU TRADING (FRIDAY CLOSED),B096,EN. SAID REZA,"LOT 1310-C, JALAN GAJAH UTAMA,",KAMPUNG KUBU GAJAH,"SG. BULOH, SELANGOR.",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,019-267 7658,3.2073436,101.4969526
BINTANG HU TRADING(FRIDAY CLOSED),B096-B,AZHARI,"LOT 189, BATU 15 1/2, JALAN KUALA SELANGOR,","SUNGAI PELONG, SEKSYEN U18,",SHAH ALAM.,SHAH ALAM,SELANGOR,40160,Standalone,11,sales@pmmahsuri.com.my,,3.2118755,101.5300983
BIRMIR CASH & CARRY,B145,,"NO. 41,","JALAN BESAR,","SEMENYIH, SELANGOR",SEMENYIH,SELANGOR,43500,Standalone,11,sales@pmmahsuri.com.my,014-3224483,2.94739,101.845925
BISMI NETWORKS,B097,JAFAR SADHIQ,"NO.26, JALAN PJ 14,","TAMAN PENGKALAN JAYA, AYER MOLEK,",MELAKA.,AYER MOLEK,MELAKA,75460,Standalone,11,sales@pmmahsuri.com.my,06-230 0028,2.226727592,102.317883
BK FRESH & FROZEN FOOD MARKET (Open everyday 4am-12pm),B154,,"LOT 365 B,","JALAN ROMPIN,","BAHAU, N. SEMBILAN",BAHAU,NEGERI SEMBILAN,72100,Standalone,11,sales@pmmahsuri.com.my,019-6240833,2.8083837,102.405653
BKS FROZEN TRADING,B136,,NO 3 JALAN KIP UTAMA,"KIP UTAMA BACHANG, HANG TUAH JAYA",MELAKA,BACHANG,MELAKA,75350,Standalone,11,sales@pmmahsuri.com.my,,2.241015,102.240733
BNS MINI MARKET (Mon-Sat: 10am-7pm|Fri: 12pm-3pm rest),B158,,"NO. 4 & 6, LORONG NALURI SUKMA A8/A,","FASA 2, BANDAR PUNCAK ALAM,","PUNCAK ALAM, SELANGOR",PUNCAK ALAM,SELANGOR,42300,Standalone,11,sales@pmmahsuri.com.my,018-9889343,3.034485,101.43268
BONKEE YUAN TRADING SDN. BHD. - PASAR RAYA SEGAR FRESH BOULEVARD,B163,,"16-19, BLOCK B, LOT 32,","SEKSYEN 4, PEKAN BATU 11,","BALAKONG, SELANGOR",BALAKONG,SELANGOR,43200,Standalone,11,sales@pmmahsuri.com.my,016-8107790,3.038428,101.770019
BRICK HOUSE SDN. BHD.,B160,,"LEVEL 1, BLOCK B, MAHSA AVENUE,","JALAN ILMU OFF JALAN PROF DIRAJA UNGKU AZIZ,",K. LUMPUR,PETALING JAYA,KUALA LUMPUR,59100,Standalone,11,sales@pmmahsuri.com.my,012-3621705 ,3.118793521,101.6493211
BUGAHIR MINI MARKET,B111,MOHD BUGAHIR,BUGAHIR MINI MARKET,"NO 1, JALAN RASAH,",SEREMBAN N.S,SEREMBAN,NEGERI SEMBILAN,70300,Standalone,11,sales@pmmahsuri.com.my,,2.7066691,101.9405558
BUMI INSPIRA ENTERPRISE,B031,MOHD ZAINI TEE BIN,"50 & 51, TINGKAT BAWAH, JALAN S2 F1","GARDEN HOMES, SEREMBAN 2",SEREMBAN N.S.D.K,SEREMBAN,NEGERI SEMBILAN,70300,Standalone,11,sales@pmmahsuri.com.my,06-6311322,2.684181,101.908771
BUMI SEHATI FROZEN FOOD SDN BHD,B126,MISS CHOU,"NO 3G, BLOCK G, JALAN PDS 2,","PD SUNGGALA GATEWAY, TELUK KEMANG,","PORT DICKSON, NEGERI SEMBILAN.",PORT DICKSON,NEGERI SEMBILAN,71050,Standalone,11,sales@pmmahsuri.com.my,016-231 9193,3.188154,101.573128
BUN VIET RESTAURANT (Mon-Sat: 11am-8pm),B155,,"16, JALAN PUTERI 5/5,","BANDAR PUTERI,","PUCHONG, SELANGOR",PUCHONG,SELANGOR,47100,Standalone,11,sales@pmmahsuri.com.my,,3.12911,101.465052
BUNEER PAK ENTERPRISE,B110,KALID/ HAJI,"NO.14, JALAN PANDAN RIA 6,","PUSAT PERDAGANGAN PANDAN,","JOHOR BAHRU, JOHOR",JOHOR BAHRU,JOHOR,81100,Standalone,11,sales@pmmahsuri.com.my,,1.525020024,103.7631201
BUSY CORNER SDN BHD,B149,OLIVIA,"PT 7572, JALAN TS 2/9B, TAMAN SEMARAK 2,","KAWASAN INDUSTRI RINGAN,","NILAI, NEGERI SEMBILAN",NILAI,NEGERI SEMBILAN,71800,Standalone,11,sales@pmmahsuri.com.my,011-36603309,2.810548,101.802492
C S HUAT ENTERPRISE,S015,,"266, JLN BESAR,","TANJUNG SEPAT,",KUALA LANGAT SELANGOR,LANGAT,SELANGOR,42800,Standalone,11,sales@pmmahsuri.com.my,03-3197 4439,2.656578,101.560182
CAFILA CAFE,C132,NORIZAM BINTI ABDULLAH,"K-7158, PERSIARAN GUNTONG 2,","BDR SERI KERTEH, KERTEH,","KEMAMAN, TERENGGANU.",KEMAMAN,TERENGGANU,24300,Standalone,11,sales@pmmahsuri.com.my,019-913 4477,4.501463719,103.4428081
CAMP FOREST RESTAURANT (Open 11.30am-10.30pm),C157,JOHN,"LOT 13848, JALAN 53,","TAMAN DESA JAYA,","KUALA LUMPUR, WILAYAH PERSEKUTUAN",TAMAN DESA,KUALA LUMPUR,52100,Standalone,11,sales@pmmahsuri.com.my,016-2381354,3.214478948,101.6320953
CANDRIKAA CASH & CARRY (10AM-6PM),C110,MR RAGAWAN,"PT 4708 & 4709, JALAN TS 1/1,","TAMAN SEMARAK, NILAI,",NEGERI SEMBILAN.,NILAI,NEGERI SEMBILAN,71800,Standalone,11,sales@pmmahsuri.com.my,,2.81569,101.813293
CANDY CRUM SDN. BHD. - POPCORN BAHAU (Open 10am-5.30pm|Sun close),C167,,"NO. 10, TINGKAT BAWAH, JALAN KASIH PUTERA 1,","TAMAN KASIH PUTERA,","BAHAU, N. SEMBILAN",BAHAU,NEGERI SEMBILAN,72100,Standalone,11,sales@pmmahsuri.com.my,012-6532667,2.7943941,102.4255772
CB FROZEN FOOD SDN BHD - CHERAS BRANCH  8AM-5PM,C107,MR. CHAN,"NO 11-G & 15-G, JALAN SRI PERMAISURI 9,","BANDAR SRI PERMAISURI,","KUALA LUMPUR, WP KUALA LUMPUR",CHERAS,KUALA LUMPUR,56000,Grocery,07,sales@pmmahsuri.com.my,03-9174 3661,3.10863638,101.7459843
CB FROZEN FOOD SDN BHD - NILAI BRANCH,C109,MR. CHAN,"NO.PT 4945 BWH, JALAN TS2/1A,","TAMAN SEMARAK 2,","NILAI, NEGERI SEMBILAN, MALAYSIA.",NILAI,NEGERI SEMBILAN,71800,Grocery,07,sales@pmmahsuri.com.my,06-799 9666,2.818216,101.814241
CB FROZEN FOOD SDN BHD- MELAKA 7AM-4PM,C083,BONG EE CHANG,"NO 21, JALAN IKS M5,","TAMAN IKS MERDEKA,",MELAKA.,BATU BERENDAM,MELAKA,75350,Grocery,07,sales@pmmahsuri.com.my,012-282 6966,2.252079,102.237504
CB FROZEN FOOD SDN. BHD. - PANDAN JAYA (Monday-Saturday: 8am-5pm),C148,LOKE WEN XIANG,"NO. 11-G, JALAN PANDAN 3/6,","PANDAN JAYA,",KUALA LUMPUR,PANDAN INDAH,KUALA LUMPUR,55100,Grocery,07,sales@pmmahsuri.com.my,012-7611836,3.135418376,101.7421538
CB FROZEN FOOD SDN. BHD. - SRI RAMPAI,C156,,"NO. 42, JALAN RAMPAI NIAGA 4,","MEDAN NIAGA RAMPAI,",KUALA LUMPUR,SRI RAMPAI,KUALA LUMPUR,53300,Grocery,07,sales@pmmahsuri.com.my,,3.200736131,101.7304739
CB FROZEN FOOD SDN. BHD. - SUNGAI BULOH (Monday-Saturday: 8am-5pm),C147,LOKE WEN XIANG,"NO. 411, JALAN PERUSAHAAN 2",BANDAR BARU SUNGAI BULOH,"SUNGAI BULOH, SELANGOR",SUNGAI BULOH,SELANGOR,47000,Grocery,07,sales@pmmahsuri.com.my,012-7611836,3.2105831,101.2785965
CB WHOLESALE MART SDN BHD - SUNGAI BULOH,C133,,"NO 411, JALAN PERUSAHAAN 2,","BANDAR BARU SUNGAI BULOH,","SUNGAI BULOH, SELANGOR.",SUNGAI BULOH,SELANGOR,47000,Wholesale,12,sales@pmmahsuri.com.my,012-228 9961,3.2105831,101.2785965
CEMPAKA ROSINAR ENTERPRISE (Fri close),C153,RAFEEQ,"15-0-02, JALAN 5/112,","TAMAN BUKIT ANGKASA, PANTAI DALAM,","KUALA LUMPUR, WILAYAH PERSEKUTUAN",PANTAI,KUALA LUMPUR,59200,Standalone,11,sales@pmmahsuri.com.my,011-24147974,3.109566523,101.6708643
CH CASH & CARRY (Rest 1pm-2pm|Call before delivery|No delivery lunch time),C162,CHING CHING CHIEN,"1, JALAN PK 8G,","KAWASAN PERINDUSTRIAN KRUBONG,",MELAKA,KRUBONG,MELAKA,75260,Standalone,11,sales@pmmahsuri.com.my,016-3346006,2.297577,102.2432
CHAI MUN MENG,C096,MR CHAI,NO16 LORONG AIR PUTIH103,"JALAN AIR PUTIH2,",KUANTAN PAHANG.,KUANTAN,PAHANG,25300,Standalone,11,sales@pmmahsuri.com.my,012-987 1793,5.406014205,100.2870412
CHAMPION FOOD SDN. BHD. (open 9am - 2pm),C143,,"NO. 1, JALAN GELANG TEPIAN",JALAN SUNGAI BESI,KUALA LUMPUR,SUNGAI BESI,KUALA LUMPUR,55200,Standalone,11,sales@pmmahsuri.com.my,016-6991030,3.132408666,101.7111244
CHANTIKA KELANG BERAS SDN BHD,C105,MS. TAN ,"BT.8 3/4, JALAN DATUK KUMBAR,","KAMPONG PADANG, MUKIM TAJAR,","LANGGAR, KEDAH",LANGGAR,KEDAH,6500,Standalone,11,sales@pmmahsuri.com.my,04-7346699,6.058351724,100.4437012
CHAW ENTERPRISE (SJK (C) KUNG MAN) - (Mon to Fri - After 2pm) (4pm Close),C102,MR.CHAW,"31, JALAN PASIR MERAH OFF,","JALAN KELANG LAMA,",KUALA LUMPUR.,SRI PETALING,KUALA LUMPUR,58200,Standalone,11,sales@pmmahsuri.com.my,,3.015506777,101.7211052
CHE LAH BIN ISMAIL (Open 8am-8pm|Rest: 1pm-3.30pm),C160,HAFIZAH,"NO. 1,","KAWASAN PASAR FELDA PALONG 7,","GEMAS, N. SEMBILAN",GEMAS,NEGERI SEMBILAN,73470,Standalone,11,sales@pmmahsuri.com.my,013-6336730,2.8769164,102.5218768
CHECKERS HYPERMARKET S/B - DELIVER TO CHERAS (Sat: Receiving halfday),C129,NGAW YONG CHAN,"LOT 7, PERSIARAN SELANGOR,","SECTION 15,","SHAH ALAM, SELANGOR",SHAH ALAM,SELANGOR,40000,Wholesale,12,sales@pmmahsuri.com.my,012-604 5678,3.051664,101.746996
CHETTIES MART (Mon-Sat:10am-6pm),C159,RAMESH,"NO. 48, GROUND FLOOR,","JALAN SS3/31,","PETALING JAYA, SELANGOR",PETALING JAYA,SELANGOR,47300,Standalone,11,sales@pmmahsuri.com.my,011-33304503,3.128959,101.465107
CHIA BERJAYA ENTERPRISE,C161,,"NO. 1 & 2, JALAN RASA SAYANG 1,","TAMAN RASA SAYANG, JALAN TAMPIN,","K. PILAH, N. SEMBILAN",PILAH,NEGERI SEMBILAN,72000,Standalone,11,sales@pmmahsuri.com.my,013-2710089,2.640694,102.2939612
CHIA HUNG LI - KILANG KUIH-MUIH (No big truck),C163,,"78, JALAN 2/116B,","KUCHAI ENTREPRENEURS PARK,","KUALA LUMPUR, WILAYAH PERSEKUTUAN",KUCHAI LAMA,KUALA LUMPUR,58200,Standalone,11,sales@pmmahsuri.com.my,016-2917400,3.087866,101.692126
CHIA SHING FOOD INDUSTRIES SDN BHD,C144,MS. WONG(ADMIN)/MS. TAN(ACCOUNT),"LOT NO 2590, JLN WELFARE",KAMPUNG BARU SUNGAI BULOH,SELANGOR,SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,03-61562112,3.198458,101.5692969
CHIA YEN LAI ENTERPRISE (Open 7am-4pm|Tue close),C165,CHIN,"NO. 12. 13, 14, 15,","PASAR AWAM LAMA,","K. PILAH, NEGERI SEMBILAN",PILAH,NEGERI SEMBILAN,72000,Standalone,11,sales@pmmahsuri.com.my,012-3534743,2.7366944,102.2385201
CHIN MC MINI MARKET,C099,LIM KEN HONG,"31 JALAN MJ 32,","TAMAN MERDEKA JAYA, BATU BERENDAM,",MELAKA.,BATU BERENDAM,MELAKA,75350,Standalone,11,sales@pmmahsuri.com.my,016-345 4535,2.272701867,102.2464235
CHIN MEE (Thu: NO DELIVERY),C091,GEN CHEE KEONG,"NO.31, JALAN BESAR,","PEKAN SEPANG,","SEPANG, SELANGOR.",SEPANG,SELANGOR,43900,Standalone,11,sales@pmmahsuri.com.my,019-661 8477,2.640419407,101.7165745
CHIN SWEE FOOD SDN BHD (10am-5pm) (RABU TUTUP),C142,,D3-G3-3A SOLARIS DUTAMAS,"NO.1, JALAN DUTAMAS 1",KUALA LUMPUR,DUTA,KUALA LUMPUR,50480,Standalone,11,sales@pmmahsuri.com.my,03-62612640,3.170735565,101.6664263
CHING MAJU TRADING,C098,GARY THAM,"D592,","JALAN HAJI JUMID,",KUANTAN PAHANG.,KUANTAN,PAHANG,25200,Standalone,11,sales@pmmahsuri.com.my,016-521 9992,3.830996984,103.3732004
CHONG KIAW TRADING COMPANY (SATURDAY NO DELIVERY),C089,LIM TONG CHIN,"23, JLN LOMBONG EMAS 12,","KAWASAN INDUSTRI RINGAN,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,70200,Standalone,11,sales@pmmahsuri.com.my,012-607 1950,2.189339,102.620761
"CHOONG HOE CASH & CARRY SDN BHD (Mon-Fri 10.30am open, 12pm-2pm rehat)",C122,YAP SEONG THYE,"NO 66, 68, 70, 72, 74, 76, 78, 80,","JALAN ST PERMAI 2, TAMAN SERI TUAH PERMAI,","DURIAN TUNGGAL, MELAKA(TERIMA BARANG DARI PUKUL 2PM SAHAJA)",DURIAN TUNGGAL,MELAKA,76100,Standalone,11,sales@pmmahsuri.com.my,016-258 3233,2.302969,102.266971
"CHOONG HOE TRADING (Mon-Fri ONLY 10am-1pm, 2pm-5pm)",C092,YAP SEONG THYE,"NO 68, 70, 72, 74, 76, 78, 80, JALAN 87 PERMAI 2,","TAMAN SERI TUAH PERMAI,",DUNAU TUNGGAL MELAKA.,DURIAN TUNGGAL,MELAKA,76100,Standalone,11,sales@pmmahsuri.com.my,016-2461711,2.304469955,102.2681748
CHOONG KHOON MUI (10AM start business) (Sunday Off),C093,CHOONG KHOON MUI,CHOONG KHOON MUI,"660, JALAN TEMIANG, SEREMBAN,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,70200,Standalone,11,sales@pmmahsuri.com.my,06-767 3876,2.740697,101.939021
CHOP CHEN HENG (open 10.30am),C002,,"NO. 8,","MAIN ROAD,",SEPANG SELANGOR,SEPANG,SELANGOR,43900,Standalone,11,sales@pmmahsuri.com.my,03-31421022,2.69016,101.751236
CHOP CHIN TAI,C012,,"NO.15, SIMPANG 3,","JALAN BAGAN DATOH,","BAGAN DATOH, PERAK",BAGAN DATOH,PERAK,36100,Standalone,11,sales@pmmahsuri.com.my,05-6466279,3.9904696,100.7863881
CHOP CHOON BEE - Friday close.,C116,TANG SWEE KWONG,CHOP CHOON BEE,"6263-6266 JALAN PAK SABAH,",DUNGUN TERENGGANU,DUNGUN,TERENGGANU,23000,Standalone,11,sales@pmmahsuri.com.my,09-845 8888,4.755307706,103.4123641
CHOP GUAN HONG,G014,CHIN HAN FONG,"NO.225 ,","BUKIT PELANDOK,",NEGERI SEMBILAN DARUL KHUSUS,SEREMBAN,NEGERI SEMBILAN,71960,Standalone,11,sales@pmmahsuri.com.my,06-6672 105,2.646738,101.746283
CHOP HONG CHAN (Open 8am),C001,MR CHAI,"A-0-4, MUTIARA FADASON,","JALAN 2/17, OFF JALAN KEPONG,",KUALA LUMPUR,KEPONG,KUALA LUMPUR,52000,Standalone,11,sales@pmmahsuri.com.my,012-3278722,3.214863859,101.653769
CHOP KHOON SENG (MON TO SAT),C114,SOON CHOONG TECK,CHOP KHOON SENG,"32, JALAN SIOW LOONG HIN,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,70000,Standalone,11,sales@pmmahsuri.com.my,06-763 4146,2.728787,101.939099
CHOP KWONG LOONG,C094,WONG WEI TAK,CHOP KWONG LOONG,"BB.170 & 170B, BAKAR BATU BAHAU,","BAHAU, NEGERI SEMBILAN.",BAHAU,NEGERI SEMBILAN,72100,Standalone,11,sales@pmmahsuri.com.my,06-454 5667,2.808397,102.405753
CHOP LIAN HUP (SUNDAY CLOSE) MON-SAT 7AM-7PM,C125,YEO TECK LAI,"S-39, JALAN SEKOLAH,","SG JAROM,","KUALA LANGAT, SELANGOR",LANGAT,SELANGOR,42600,Standalone,11,sales@pmmahsuri.com.my,016-232 8396,3.129092,101.465103
CHOP PENG SENG,C149,TEO ZHE WEI,"NO. 10,"," JALAN SERI EMAS 36 IKS TELOK MAS,",MELAKA,TELOK MAS,MELAKA,75460,Standalone,11,sales@pmmahsuri.com.my,016-2215499,2.165529,102.320288
CHOP SENG FONG -  9am to 5pm delivery everyday. Monday to sunday,C115,PHUA CHENG FOONG,"LOT 2082, BATU 7 1/2",KAMPUNG PADANG JALAN SUNGAI LEMBING,"KUANTAN, PAHANG",KUANTAN,PAHANG,25200,Standalone,11,sales@pmmahsuri.com.my,,3.863638866,103.2448154
CHOP SHING LOONG,C106,LYE KONG WAH,"NO. 86, MAIN ROAD, SG MUNTOH NEW VILLAGE,","TITI, JELEBU,","TITI, NEGERI SEMBILAN.",JELEBU,NEGERI SEMBILAN,71650,Standalone,11,sales@pmmahsuri.com.my,019-6828 113,3.021308,102.081692
CHOP TOON CHOON THONG,T037,,"NO 8,",JALAN BESAR (JALAN BESAR),SEMENYIH SELANGOR,SEMENYIH,SELANGOR,43500,Standalone,11,sales@pmmahsuri.com.my,03-8723 8366,2.946493,101.845751
CHOP WAN CHONG - Mon - sat 9-5pm delivery,C121,BONG CHEE JOON,CHOP WAN CHONG,"LOT 607 , KAMPUNG PAYA KETCHIKAN,","TEMERLOH, PAHANG",TEMERLOH,PAHANG,28000,Standalone,11,sales@pmmahsuri.com.my,,3.466830698,102.3942353
CHOP WENG SENG,C005,,"LOT 12, JALAN HUTAN MELINTANG,","SIMPANG EMPAT,",PERAK,HUTAN MELINTANG,PERAK,36400,Standalone,11,sales@pmmahsuri.com.my,05-6411920,4.7185385,101.1213573
CHOP YAP HENG,C095,MR KWEK,CHOP YAP HENG,"369 , KUALA PAHANG PEKAN,",PEKAN PAHANG.,PEKAN,PAHANG,26600,Standalone,11,sales@pmmahsuri.com.my,012-908 1635,3.533299463,103.4599642
CHUN MENG ENTERPRISE-DELIVER AFTER 12PM- SMALL LORRY (no red packing csr),C030,ONG HAN MAY,"PT 9279, JALAN UTAMA 3,","TAMAN SEMARAK,","NILAI, NEGERI SEMBILAN",NILAI,NEGERI SEMBILAN,71800,Standalone,11,sales@pmmahsuri.com.my,016-3468993,2.818956,101.813013
CK FROZEN MART SDN BHD (9.30am-7pm) (Sunday Off),C090,LIOU CHEN KUANG,"NO.32, JALAN K.E.1,","TAMAN KERIS EMAS,","SUNGAI UDANG, MELAKA.",SUNGAI UDANG,MELAKA,76300,Standalone,11,sales@pmmahsuri.com.my,019-666 9045,2.296981519,102.1340607
CLC WHOLESALER (BANTING) SDN BHD,C033,SAM CHLOE ,"F-G-2-26, JALAN SERI PEKAN 3,","MEDAN SERI PEKAN,",BANTING.,KLANG,SELANGOR,42700,Wholesale,12,sales@pmmahsuri.com.my,03-31840551,3.129043,101.46515
CLC WHOLESALER (SEMENYIH) SDN BHD,C151,KARTIK,"LOT 7, JALAN SEMENYIH SENTRAL 8,","TAMAN SEMENYIH SENTRAL,","SEMENYIH, SELANGOR",SEMENYIH,SELANGOR,43500,Wholesale,12,sales@pmmahsuri.com.my,016-3143375,2.944514,101.844746
CMM CHITA ENTERPRISE,C158,CHITA,"NO. 528, JALAN SJ 9/1,","TAMAN SEREMBAN JAYA,","SEREMBAN, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70450,Standalone,11,sales@pmmahsuri.com.my,013-3735600,2.6707521,101.9825646
COLDMAXGOLD (TUESDAY OFF),C100,MR CHIN,"NO.3807-G, JALAN RJ 6/9,","TAMAN RASAH JAYA,",SEREMBAN NS.,SEREMBAN,NEGERI SEMBILAN,70300,Standalone,11,sales@pmmahsuri.com.my,016-996 6684,2.682553,101.943123
COOKING MASTER RESTAURANT (THURSDAY OFF) (OPEN 1PM),C112,LAM CHUN SING,"NO 2, JALAN BUKIT GALENA 1,","TAMAN BUKIT GALENA 9,",SEREMBAN N.SEMBILAN.,SEREMBAN,NEGERI SEMBILAN,70200,Standalone,11,sales@pmmahsuri.com.my,,2.726096,101.911406
COSMOS VALUE MART,C003,,"3A,5&6, BAWAH, JALAN KG BANJAR,","TAMAN MEDAN MAHARAJA,","TELUK INTAN, PERAK.",TELUK INTAN,PERAK,36000,Standalone,11,sales@pmmahsuri.com.my,012-4759573,3.9954028,101.0050959
CRESCENT STAR IMPEX SDN. BHD.,C139,R. SHANMUGAM,NO. 14 JALAN KOVIL HILIR,"OFF JALAN IPOH, SENTUL",W. PERSEKUTUAN KUALA LUMPUR,SENTUL,KUALA LUMPUR,51100,Standalone,11,sales@pmmahsuri.com.my,019-5745654,3.129036,101.465082
CT EXTRA STORES (SENDAYAN) SDN BHD - DELIVERY B4 5PM & SAT OFF,C088,MAH SIEW FUN,"NO.752 & 753, JALAN NUSARI AMAN 3/1,","MEDAN NUSARI, BANDAR SRI SENDAYAN,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,71900,Standalone,11,sales@pmmahsuri.com.my,012-250 7979,2.660534,101.878845
CT EXTRA STORES SDN BHD - DELIVERY B4 5PM & SAT OFF,C022,MAH SIEW FUN,"5708,5709,5710, JALAN TS 2/1B,","TAMAN SEMARAK,","NILAI, NEGERI SEMBILAN",NILAI,NEGERI SEMBILAN,71800,Standalone,11,sales@pmmahsuri.com.my,012-250 7979,2.817867,101.814519
